SeqNo,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13
857,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
858,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
859,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.85,22.3,21.8,21.8
860,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.8
861,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.8
862,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.8
863,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.8
864,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.8
865,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.8
866,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.8
867,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.8
868,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.9
869,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.9
870,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.9
871,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.9
872,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.9
873,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.9
874,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.9
875,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.9
876,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.9
877,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.9
878,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.9
879,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.9
880,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.9
881,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.9
882,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.9
883,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.9
884,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.85,22.3,21.8,21.9
885,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
886,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
887,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
888,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
889,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
890,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
891,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.9,21.9
892,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
893,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
894,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
895,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
896,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
897,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
898,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
899,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
900,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
901,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
902,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
903,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
904,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
905,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
906,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
907,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.2,21.7,21.9
908,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.75,22.3,21.8,21.9
909,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
910,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.2,21.8,21.9
911,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
912,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.9
913,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
914,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
915,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
916,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
917,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
918,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
919,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
920,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
921,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
922,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
923,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
924,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.75,22.3,21.8,21.9
925,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
926,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
927,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.85,22.3,21.7,21.9
928,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
929,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
930,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
931,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
932,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
933,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
934,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
935,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
936,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
937,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
938,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
939,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
940,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
941,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
942,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
943,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
944,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
945,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
946,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
947,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.85,22.3,21.8,21.9
948,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
949,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
950,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
951,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.9
952,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
953,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.9
954,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
955,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.9
956,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
957,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
958,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
959,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
960,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
961,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
962,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
963,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
964,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
965,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.75,22.3,21.8,21.9
966,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
967,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
968,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
969,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
970,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
971,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
972,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
973,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
974,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
975,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
976,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
977,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
978,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
979,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
980,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
981,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
982,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
983,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
984,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
985,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
986,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
987,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.9
988,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
989,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
990,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
991,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
992,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
993,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.75,22.3,21.7,21.8
994,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
995,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.85,22.3,21.7,21.8
996,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.6,21.8
997,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.6,21.8
998,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.6,21.8
999,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.6,21.8
1000,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.6,21.8
1001,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.6,21.8
1002,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1003,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1004,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1005,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1006,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1007,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1008,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1009,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
1010,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1011,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
1012,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1013,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
1014,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
1015,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
1016,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
1017,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
1018,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
1019,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
1020,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.9
1021,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.85,22.3,21.7,21.9
1022,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.9
1023,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.9
1024,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.9
1025,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.9
1026,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.9
1027,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.9
1028,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
1029,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
1030,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
1031,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.9
1032,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
1033,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
1034,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
1035,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
1036,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
1037,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
1038,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.9
1039,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
1040,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.2,21.8,21.8
1041,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
1042,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.75,22.2,21.8,21.8
1043,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.2,21.8,21.8
1044,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.2,21.8,21.8
1045,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.2,21.8,21.8
1046,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.2,21.8,21.8
1047,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.2,21.8,21.8
1048,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1049,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1050,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1051,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.2,21.8,21.8
1052,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1053,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.2,21.8,21.8
1054,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1055,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1056,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1057,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1058,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1059,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1060,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1061,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1062,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.75,22.3,21.8,21.8
1063,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.2,21.8,21.8
1064,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.85,22.2,21.8,21.8
1065,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.2,21.7,21.8
1066,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.2,21.7,21.8
1067,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.2,21.7,21.8
1068,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.2,21.7,21.8
1069,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.2,21.7,21.8
1070,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.2,21.8,21.8
1071,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.2,21.8,21.8
1072,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.2,21.8,21.8
1073,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.8
1074,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.8
1075,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.8
1076,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.8
1077,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.8
1078,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.8
1079,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.8
1080,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.8
1081,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.8
1082,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1083,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.8,21.8
1084,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1085,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1086,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.85,22.3,21.7,21.8
1087,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1088,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1089,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
1090,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
1091,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
1092,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
1093,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
1094,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
1095,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
1096,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
1097,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
1098,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
1099,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
1100,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
1101,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
1102,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
1103,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.8,21.8
1104,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.75,22.3,21.8,21.8
1105,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1106,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1107,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1108,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1109,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1110,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1111,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1112,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1113,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1114,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1115,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1116,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
