No.,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,Output
1049,13999.0,26.0,24.5,24.5,24.9,24.9,25.2,24.4,24.6,23.8,24.4,25.1,23.7,45.65
1050,14000.0,26.0,24.5,24.5,24.9,24.9,25.2,24.4,24.6,23.8,24.4,25.1,23.7,45.8
1051,13999.0,26.0,24.5,24.4,24.9,24.9,25.2,24.4,24.6,23.8,24.4,25.1,23.7,44.8
1052,14000.0,26.0,24.5,24.4,24.9,24.9,25.2,24.4,24.6,23.8,24.4,25.1,23.7,45.2
1053,13999.0,26.0,24.5,24.4,24.9,24.9,25.2,24.3,24.6,23.8,24.4,25.1,23.7,44.6
1054,13999.0,25.9,24.5,24.4,24.9,24.9,25.2,24.3,24.6,23.8,24.4,25.1,23.7,44.642857142857146
1055,14000.0,25.9,24.5,24.4,24.9,24.9,25.2,24.3,24.6,23.8,24.4,25.1,23.7,45.2
1056,14000.0,25.9,24.4,24.3,24.9,24.9,25.2,24.3,24.5,23.8,24.4,25.1,23.7,44.825
1057,13999.0,25.9,24.4,24.3,24.9,24.9,25.2,24.3,24.5,23.8,24.4,25.1,23.7,44.65
1058,13999.0,26.0,24.4,24.4,24.9,24.9,25.2,24.3,24.5,23.8,24.4,25.1,23.7,44.9
1059,14000.0,26.0,24.4,24.4,24.9,24.9,25.2,24.3,24.5,23.8,24.4,25.1,23.7,44.9
1060,13999.0,26.0,24.5,24.4,24.9,24.9,25.2,24.3,24.5,23.8,24.4,25.1,23.7,44.7125
1061,14000.0,26.0,24.5,24.4,24.9,24.9,25.2,24.3,24.5,23.8,24.4,25.1,23.7,44.900000000000006
1062,14000.0,26.0,24.5,24.4,24.9,24.9,25.2,24.3,24.6,23.8,24.4,25.1,23.7,44.45
1063,13999.0,25.9,24.5,24.4,24.9,24.9,25.2,24.3,24.5,23.8,24.4,25.1,23.7,44.6
1064,14000.0,25.9,24.5,24.4,24.9,24.9,25.2,24.3,24.5,23.8,24.4,25.1,23.7,44.6
1065,13999.0,26.0,24.5,24.4,25.0,24.9,25.2,24.3,24.6,23.8,24.4,25.1,23.7,44.5
1066,14000.0,26.0,24.5,24.4,25.0,24.9,25.2,24.3,24.6,23.8,24.4,25.1,23.7,44.6
1067,13999.0,26.0,24.5,24.4,24.9,24.9,25.2,24.3,24.6,23.8,24.4,25.0,23.7,43.785714285714285
1068,13999.0,26.0,24.5,24.4,25.0,24.9,25.2,24.3,24.6,23.8,24.4,25.0,23.7,43.82857142857143
1069,14000.0,26.0,24.5,24.4,25.0,24.9,25.2,24.3,24.6,23.8,24.4,25.0,23.7,43.800000000000004
1070,14000.0,26.0,24.5,24.4,24.9,24.9,25.2,24.3,24.6,23.8,24.4,25.0,23.7,44.0
1071,13999.0,26.0,24.5,24.4,25.0,24.9,25.2,24.3,24.6,23.8,24.4,24.9,23.7,43.48863636363637
1072,14000.0,26.0,24.5,24.4,25.0,24.9,25.2,24.3,24.6,23.8,24.4,24.9,23.7,43.45
1073,14000.0,25.9,24.5,24.4,25.0,24.9,25.2,24.3,24.6,23.8,24.4,24.9,23.7,42.84
1074,13999.0,25.9,24.5,24.4,25.0,24.9,25.2,24.3,24.6,23.8,24.4,24.9,23.7,43.09130434782609
1075,14000.0,26.0,24.5,24.4,25.0,24.9,25.2,24.3,24.5,23.8,24.4,24.9,23.7,43.4
1076,13999.0,26.0,24.5,24.4,25.0,24.9,25.2,24.3,24.5,23.8,24.4,24.9,23.7,44.15
1077,13999.0,25.9,24.5,24.4,25.0,24.9,25.2,24.3,24.5,23.8,24.4,24.9,23.7,42.975
1078,13999.0,25.9,24.5,24.4,25.0,24.9,25.3,24.3,24.6,23.8,24.4,24.9,23.7,42.681666666666665
1079,14000.0,25.9,24.5,24.4,25.0,24.9,25.3,24.3,24.6,23.8,24.4,24.9,23.7,42.75625
1080,13999.0,25.9,24.5,24.4,25.0,24.9,25.3,24.3,24.6,23.8,24.4,24.8,23.7,42.7
1081,14000.0,25.9,24.5,24.4,25.0,24.9,25.3,24.3,24.6,23.8,24.4,24.8,23.7,42.7
1082,13999.0,26.0,24.5,24.4,25.0,24.9,25.3,24.3,24.6,23.8,24.4,24.8,23.7,42.7
1083,13999.0,26.0,24.5,24.4,25.0,24.9,25.3,24.3,24.6,23.8,24.4,24.9,23.7,42.88
1084,13999.0,25.9,24.5,24.4,25.0,25.0,25.3,24.3,24.6,23.8,24.4,24.9,23.7,42.8
1085,14000.0,25.9,24.5,24.4,25.0,25.0,25.3,24.3,24.6,23.8,24.4,24.9,23.7,42.625
1086,13999.0,25.9,24.5,24.4,25.0,25.0,25.2,24.3,24.6,23.8,24.4,24.9,23.7,42.46
1087,14000.0,26.0,24.5,24.4,25.0,25.0,25.3,24.3,24.6,23.8,24.4,24.9,23.7,42.625
1088,13999.0,26.0,24.5,24.4,25.0,25.0,25.3,24.3,24.6,23.8,24.4,24.9,23.7,42.725
1089,13999.0,26.0,24.5,24.5,25.0,24.9,25.3,24.3,24.6,23.8,24.4,24.9,23.7,42.7
1090,14000.0,26.0,24.5,24.5,25.0,24.9,25.3,24.3,24.6,23.8,24.4,24.9,23.7,42.4
1091,14000.0,26.0,24.5,24.5,25.0,25.0,25.3,24.3,24.6,23.8,24.4,24.9,23.7,42.4
1092,13999.0,26.0,24.5,24.5,25.0,25.0,25.3,24.3,24.6,23.8,24.4,24.9,23.7,43.03333333333333
1093,13999.0,26.0,24.5,24.5,25.0,25.0,25.3,24.4,24.6,23.8,24.4,24.9,23.7,42.85
1094,14000.0,26.0,24.5,24.5,25.0,25.0,25.3,24.4,24.6,23.8,24.4,24.9,23.7,42.7
1095,13999.0,26.0,24.5,24.4,25.0,25.0,25.3,24.3,24.6,23.8,24.4,24.9,23.8,43.2
1096,13999.0,26.0,24.5,24.5,25.0,25.0,25.3,24.3,24.6,23.8,24.4,24.9,23.8,42.6875
1097,14000.0,26.0,24.5,24.5,25.0,25.0,25.3,24.3,24.6,23.8,24.4,24.9,23.8,42.55
1098,14000.0,26.0,24.5,24.5,25.0,25.0,25.3,24.4,24.6,23.8,24.4,24.9,23.8,42.7
1099,13999.0,26.0,24.5,24.5,25.0,25.0,25.3,24.4,24.6,23.8,24.4,24.9,23.8,42.78666666666667
1100,13999.0,26.0,24.5,24.5,25.0,25.0,25.3,24.4,24.6,23.8,24.4,25.0,23.8,42.58
1101,13999.0,26.0,24.5,24.5,25.0,25.0,25.3,24.3,24.6,23.8,24.4,25.0,23.8,42.5
1102,14000.0,26.0,24.5,24.5,25.0,25.0,25.3,24.4,24.6,23.8,24.4,25.0,23.8,42.85
1103,13999.0,26.0,24.5,24.5,25.1,25.0,25.3,24.3,24.6,23.8,24.4,25.0,23.8,42.8
1104,13999.0,26.0,24.5,24.5,25.1,25.0,25.3,24.3,24.6,23.8,24.5,25.0,23.8,42.7
1105,14000.0,26.0,24.5,24.5,25.1,25.0,25.3,24.3,24.6,23.8,24.4,25.0,23.8,42.1
1106,13999.0,26.0,24.5,24.5,25.1,25.0,25.3,24.4,24.6,23.8,24.5,25.0,23.8,42.55
1107,13999.0,26.0,24.5,24.5,25.1,25.0,25.3,24.4,24.6,23.8,24.4,25.0,23.8,42.69090909090909
1108,14000.0,26.0,24.5,24.5,25.0,25.0,25.3,24.4,24.6,23.8,24.5,25.0,23.8,42.85
1109,14000.0,26.0,24.5,24.5,25.1,25.0,25.3,24.4,24.6,23.8,24.4,25.0,23.8,42.6625
1110,14000.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.6,23.8,24.5,25.0,23.8,42.4
1111,14000.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.6,23.8,24.4,25.0,23.8,42.85
1112,13999.0,26.0,24.5,24.5,25.1,25.0,25.3,24.4,24.6,23.8,24.4,25.0,23.9,42.400000000000006
1113,14000.0,26.0,24.5,24.5,25.1,25.0,25.3,24.4,24.6,23.8,24.4,25.0,23.9,42.4
1114,14000.0,26.0,24.5,24.5,25.1,25.0,25.3,24.4,24.6,23.8,24.5,25.0,23.9,42.7
1115,13999.0,26.0,24.5,24.5,25.1,25.0,25.3,24.4,24.6,23.8,24.5,25.0,23.9,42.8
1116,13999.0,26.0,24.5,24.5,25.1,25.0,25.3,24.4,24.6,23.9,24.5,25.0,23.9,42.72857142857143
1117,14000.0,26.0,24.5,24.5,25.1,25.0,25.3,24.4,24.6,23.9,24.5,25.0,23.9,42.95
1118,13999.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.6,23.9,24.5,25.0,23.9,42.6
1119,13999.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.6,23.9,24.5,25.1,23.9,42.68421052631579
1120,14000.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.6,23.9,24.5,25.1,23.9,42.8
1121,13999.0,26.0,24.5,24.5,25.1,25.0,25.3,24.4,24.6,23.9,24.5,25.1,23.9,42.54
1122,14000.0,26.0,24.5,24.5,25.1,25.0,25.3,24.4,24.6,23.9,24.5,25.1,23.9,42.55
1123,13999.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.6,23.9,24.5,25.1,24.0,42.663636363636364
1124,14000.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.6,23.9,24.5,25.1,24.0,42.84444444444445
1125,14000.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.6,23.9,24.6,25.1,24.0,42.800000000000004
1126,13999.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.6,23.9,24.6,25.1,24.0,42.45
1127,13999.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.6,24.0,24.5,25.1,24.0,42.7
1128,13999.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.6,24.0,24.6,25.1,24.0,42.747058823529414
1129,14000.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.6,24.0,24.6,25.1,24.0,42.775
1130,14000.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.6,24.0,24.6,25.2,24.0,42.6
1131,13999.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.6,24.0,24.6,25.2,24.0,42.693333333333335
1132,13999.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.6,24.0,24.5,25.2,24.0,42.706
1133,14000.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.6,24.0,24.5,25.2,24.0,42.71176470588235
1134,13999.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.7,24.0,24.6,25.2,24.0,42.72727272727273
1135,13999.0,26.0,24.6,24.5,25.1,25.0,25.4,24.4,24.7,24.0,24.5,25.2,24.0,42.4
1136,13999.0,26.0,24.6,24.5,25.1,25.0,25.4,24.4,24.7,24.0,24.6,25.2,24.0,42.4
1137,13999.0,26.0,24.6,24.5,25.1,25.0,25.4,24.4,24.6,24.0,24.6,25.2,24.0,42.6
1138,14000.0,26.0,24.6,24.5,25.1,25.0,25.4,24.4,24.6,24.0,24.6,25.2,24.0,43.0
1139,14000.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.7,24.0,24.6,25.2,24.0,42.7
1140,13999.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.7,24.0,24.6,25.1,24.0,42.725
1141,13999.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.7,24.0,24.5,25.1,24.0,42.6
1142,14000.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.7,24.0,24.6,25.1,24.0,42.56666666666667
1143,14000.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.7,24.0,24.5,25.1,24.0,42.800000000000004
1144,13999.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.7,24.0,24.6,25.1,23.9,43.0
1145,13999.0,26.0,24.6,24.5,25.1,25.1,25.3,24.4,24.7,24.0,24.6,25.1,24.0,42.4
1146,14000.0,26.0,24.6,24.5,25.1,25.1,25.3,24.4,24.7,24.0,24.6,25.1,24.0,42.7
1147,13999.0,26.0,24.6,24.5,25.1,25.1,25.3,24.4,24.7,24.0,24.6,25.1,23.9,42.4
1148,13999.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.7,24.0,24.5,25.1,23.9,42.79
1149,14000.0,26.0,24.6,24.5,25.1,25.0,25.3,24.4,24.7,24.0,24.5,25.1,23.9,42.7
1150,13999.0,26.0,24.6,24.5,25.1,25.0,25.4,24.4,24.7,24.0,24.5,25.1,23.9,42.614285714285714
1151,14000.0,26.0,24.6,24.5,25.1,25.1,25.4,24.4,24.7,24.0,24.5,25.1,23.9,42.7
1152,13999.0,26.0,24.6,24.5,25.1,25.1,25.4,24.4,24.7,24.0,24.5,25.1,23.9,42.57142857142857
1153,14000.0,26.0,24.6,24.5,25.1,25.1,25.3,24.4,24.7,24.0,24.5,25.1,23.9,42.55
1154,13999.0,26.0,24.6,24.5,25.1,25.1,25.3,24.4,24.7,24.0,24.5,25.1,23.9,42.885714285714286
1155,14000.0,26.0,24.6,24.5,25.1,25.0,25.4,24.4,24.7,24.0,24.5,25.1,23.9,42.7
1156,13999.0,26.0,24.6,24.5,25.1,25.1,25.4,24.4,24.7,24.0,24.5,25.1,24.0,42.8
1157,14000.0,26.0,24.6,24.5,25.1,25.1,25.4,24.4,24.7,24.0,24.5,25.1,24.0,42.7
1158,14000.0,26.0,24.6,24.5,25.1,25.1,25.3,24.4,24.7,24.0,24.5,25.1,24.0,42.7
1159,13999.0,26.0,24.6,24.5,25.1,25.0,25.4,24.4,24.7,24.0,24.5,25.0,24.0,42.7
1160,13999.0,26.0,24.6,24.5,25.1,25.0,25.4,24.4,24.7,24.0,24.5,25.1,24.0,42.85
1161,14000.0,26.0,24.6,24.5,25.1,25.0,25.4,24.4,24.7,24.0,24.5,25.1,24.0,42.4
1162,13999.0,26.0,24.6,24.5,25.1,25.0,25.4,24.4,24.7,24.0,24.6,25.1,24.0,42.4
1163,13999.0,26.0,24.6,24.5,25.1,25.0,25.4,24.4,24.7,24.0,24.5,25.0,23.9,42.7
1164,14000.0,26.0,24.6,24.5,25.1,25.0,25.4,24.4,24.7,24.0,24.5,25.0,23.9,43.0
1165,13999.0,26.0,24.6,24.5,25.1,25.0,25.4,24.4,24.7,23.9,24.5,25.0,24.0,41.8
1166,13999.0,26.0,24.6,24.5,25.1,25.0,25.4,24.4,24.7,24.0,24.6,25.0,23.9,41.65
1167,13999.0,26.0,24.6,24.5,25.1,25.0,25.4,24.4,24.7,24.0,24.6,25.0,24.0,41.5
1168,13999.0,26.0,24.6,24.5,25.1,25.1,25.4,24.4,24.7,24.0,24.6,25.0,23.9,41.6
1169,14000.0,26.0,24.6,24.5,25.1,25.1,25.4,24.4,24.7,23.9,24.6,25.0,23.9,41.8
1170,14000.0,26.0,24.6,24.5,25.1,25.1,25.4,24.4,24.7,23.9,24.5,25.0,23.9,41.8
1171,13999.0,26.0,24.6,24.5,25.1,25.1,25.4,24.4,24.7,23.9,24.6,25.0,23.9,41.4
1172,13999.0,26.0,24.6,24.5,25.1,25.1,25.4,24.4,24.7,24.0,24.5,25.0,23.9,41.2
1173,14000.0,26.0,24.6,24.5,25.1,25.1,25.3,24.4,24.7,24.0,24.5,25.0,24.0,41.8
1174,14000.0,26.0,24.6,24.5,25.1,25.1,25.3,24.4,24.7,23.9,24.5,25.0,23.9,41.5
1175,13999.0,26.0,24.6,24.5,25.1,25.1,25.3,24.4,24.7,23.9,24.6,25.0,23.9,41.6
1176,13999.0,26.0,24.6,24.5,25.1,25.1,25.3,24.4,24.7,24.0,24.6,25.0,23.9,41.2
1177,13999.0,26.0,24.6,24.5,25.2,25.1,25.3,24.4,24.7,23.9,24.6,25.0,23.9,41.2
1178,13999.0,26.0,24.6,24.5,25.2,25.1,25.3,24.4,24.7,23.9,24.5,25.0,23.9,41.5
1179,14000.0,26.0,24.6,24.5,25.1,25.1,25.3,24.4,24.7,23.9,24.6,25.0,23.9,41.5
1180,13999.0,26.0,24.6,24.5,25.1,25.1,25.3,24.4,24.7,23.9,24.5,25.0,23.9,41.56923076923077
1181,13999.0,26.0,24.6,24.5,25.1,25.0,25.4,24.4,24.7,23.9,24.5,25.0,23.9,41.65
1182,14000.0,26.0,24.6,24.5,25.1,25.0,25.4,24.4,24.7,23.9,24.5,25.0,23.9,41.5
1183,14000.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.9,24.5,25.0,23.9,41.8
1184,13999.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.9,24.5,25.0,23.9,41.733333333333334
1185,13999.0,26.0,24.6,24.5,25.1,25.1,25.3,24.4,24.7,23.9,24.5,24.9,23.9,41.5
1186,14000.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.9,24.5,24.9,23.9,41.65
1187,13999.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.9,24.5,24.9,23.9,41.60588235294118
1188,13999.0,26.0,24.6,24.5,25.2,25.1,25.3,24.4,24.7,23.9,24.5,24.9,23.9,41.65
1189,14000.0,26.0,24.6,24.5,25.2,25.1,25.3,24.4,24.7,23.9,24.5,24.9,23.9,41.2
1190,13999.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.8,24.5,24.9,23.9,41.5
1191,14000.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.9,24.5,24.9,23.8,41.5
1192,13999.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.9,24.5,24.9,23.8,41.6
1193,13999.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.8,24.5,24.9,23.8,41.483333333333334
1194,14000.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.8,24.5,24.9,23.8,41.68
1195,14000.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.8,24.5,24.9,23.9,42.1
1196,13999.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.8,24.5,24.8,23.8,41.5
1197,14000.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.8,24.5,24.8,23.8,41.5
1198,13999.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.9,24.5,24.8,23.8,41.6
1199,13999.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.6,23.8,24.5,24.8,23.8,41.38
1200,13999.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.6,23.9,24.5,24.8,23.8,41.2
1201,13999.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.6,23.8,24.4,24.8,23.8,41.2
1202,14000.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.8,24.4,24.8,23.8,41.2
1203,14000.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.9,24.5,24.8,23.8,41.5
1204,13999.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.8,24.4,24.9,23.8,41.58571428571429
1205,13999.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.6,23.8,24.5,24.9,23.8,41.56
1206,13999.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.6,23.9,24.5,24.9,23.8,41.8
1207,14000.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.6,23.9,24.5,24.9,23.8,41.5
1208,13999.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.9,24.4,24.9,23.8,41.575
1209,14000.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.9,24.4,24.9,23.8,41.371428571428574
1210,14000.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.8,24.4,24.9,23.8,41.8
1211,13999.0,26.0,24.6,24.5,25.2,25.1,25.4,24.4,24.7,23.9,24.4,24.9,23.9,41.5
1212,13999.0,26.1,24.6,24.6,25.2,25.1,25.4,24.4,24.7,23.9,24.4,24.9,23.9,41.59230769230769
1213,13999.0,26.1,24.6,24.6,25.2,25.1,25.4,24.4,24.7,23.9,24.4,24.9,23.8,41.8
1214,14000.0,26.1,24.6,24.6,25.2,25.1,25.4,24.4,24.7,23.9,24.4,24.9,23.8,41.65
1215,14000.0,26.1,24.6,24.6,25.2,25.1,25.4,24.4,24.7,23.9,24.4,24.9,23.9,41.5
1216,14000.0,26.1,24.6,24.6,25.2,25.1,25.4,24.4,24.7,23.9,24.4,25.0,23.9,41.65
1217,13999.0,26.1,24.6,24.6,25.2,25.1,25.4,24.4,24.7,23.9,24.4,25.0,23.9,41.8
1218,13999.0,26.1,24.6,24.6,25.2,25.1,25.4,24.5,24.7,23.9,24.4,25.0,23.9,41.64
1219,14000.0,26.1,24.6,24.6,25.2,25.1,25.4,24.5,24.7,23.9,24.4,25.0,23.9,41.56666666666666
1220,13999.0,26.1,24.6,24.6,25.2,25.1,25.4,24.5,24.7,23.9,24.4,24.9,23.9,41.2
1221,14000.0,26.1,24.6,24.6,25.2,25.1,25.4,24.5,24.7,23.9,24.5,25.0,23.9,41.5
1222,13999.0,26.1,24.6,24.6,25.2,25.1,25.4,24.5,24.7,23.9,24.5,25.0,23.9,41.575
1223,13999.0,26.1,24.7,24.6,25.2,25.1,25.4,24.5,24.7,23.9,24.4,25.0,23.9,41.542857142857144
1224,14000.0,26.1,24.7,24.6,25.2,25.1,25.4,24.5,24.7,23.9,24.4,25.0,23.9,41.9
1225,13999.0,26.1,24.7,24.6,25.2,25.1,25.4,24.5,24.7,23.9,24.5,25.0,23.9,41.6875
1226,14000.0,26.1,24.7,24.6,25.2,25.1,25.4,24.5,24.7,23.9,24.5,25.0,23.9,41.620000000000005
1227,13999.0,26.1,24.7,24.6,25.2,25.1,25.4,24.5,24.7,23.9,24.4,24.9,23.9,41.5
1228,13999.0,26.1,24.7,24.6,25.2,25.1,25.4,24.5,24.7,24.0,24.5,25.0,23.9,42.18571428571428
1229,13999.0,26.1,24.7,24.6,25.2,25.1,25.4,24.5,24.7,23.9,24.5,25.0,24.0,42.4
1230,13999.0,26.1,24.7,24.6,25.2,25.1,25.4,24.5,24.7,24.0,24.5,25.0,24.0,42.733333333333334
1231,14000.0,26.1,24.7,24.6,25.2,25.1,25.4,24.5,24.7,24.0,24.5,25.0,23.9,42.4
1232,14000.0,26.1,24.7,24.6,25.2,25.1,25.4,24.5,24.7,24.0,24.5,25.0,24.0,42.7
1233,13999.0,26.1,24.7,24.6,25.2,25.1,25.4,24.5,24.7,24.0,24.5,25.1,24.0,42.46666666666667
1234,14000.0,26.1,24.7,24.6,25.2,25.1,25.4,24.5,24.7,24.0,24.5,25.1,24.0,41.730000000000004
1235,14000.0,26.1,24.7,24.6,25.2,25.1,25.5,24.5,24.7,24.0,24.5,25.1,24.0,42.7
1236,13999.0,26.1,24.7,24.6,25.2,25.1,25.5,24.5,24.7,24.0,24.5,25.1,24.0,42.3
1237,57.0,26.1,24.7,24.6,25.2,25.1,25.4,24.5,24.7,24.0,24.5,25.1,24.0,33.6
1238,0.0,26.1,24.7,24.6,25.2,25.1,25.4,24.5,24.7,24.0,24.5,25.1,24.0,33.6
1239,0.0,26.1,24.7,24.6,25.2,25.1,25.4,24.5,24.8,24.0,24.5,25.1,24.0,33.6
1240,0.0,26.0,24.7,24.6,25.2,25.1,25.5,24.5,24.7,24.0,24.5,25.1,24.0,33.6
1241,0.0,25.9,24.7,24.6,25.2,25.1,25.4,24.5,24.7,24.0,24.5,25.1,24.0,33.54
1242,0.0,25.9,24.7,24.6,25.2,25.1,25.4,24.5,24.7,24.0,24.5,25.2,24.0,33.6
1243,0.0,25.4,24.7,24.7,25.2,25.1,25.5,24.5,24.7,24.0,24.5,25.1,24.0,33.675
1244,0.0,25.3,24.7,24.7,25.2,25.1,25.5,24.6,24.8,24.0,24.5,25.1,24.0,44.9
1245,13999.0,25.3,24.7,24.7,25.2,25.1,25.5,24.6,24.8,24.0,24.5,25.1,24.0,43.46666666666667
1246,14000.0,25.3,24.7,24.7,25.2,25.1,25.5,24.6,24.8,24.0,24.5,25.1,24.0,43.2
1247,13999.0,25.3,24.7,24.7,25.2,25.1,25.5,24.6,24.8,24.0,24.5,25.2,24.0,43.2
1248,13999.0,25.3,24.7,24.7,25.2,25.1,25.5,24.6,24.8,24.0,24.6,25.2,24.0,42.6
1249,13999.0,25.5,24.8,24.8,25.2,25.1,25.5,24.6,24.8,24.0,24.6,25.2,24.0,42.7
1250,13999.0,25.6,24.8,24.8,25.2,25.2,25.5,24.6,24.8,24.0,24.6,25.2,24.0,42.7
1251,14000.0,25.6,24.8,24.8,25.2,25.2,25.5,24.6,24.8,24.0,24.6,25.2,24.0,42.7
1252,13999.0,25.7,24.8,24.8,25.2,25.2,25.5,24.6,24.8,24.0,24.6,25.2,24.0,42.325
1253,14000.0,25.7,24.8,24.8,25.2,25.2,25.5,24.6,24.8,24.0,24.6,25.2,24.0,42.4
1254,13999.0,25.8,24.8,24.8,25.2,25.2,25.5,24.7,24.8,24.0,24.6,25.2,24.0,43.0
1255,13999.0,25.8,24.8,24.8,25.2,25.2,25.5,24.7,24.8,24.0,24.6,25.2,24.1,42.85
1256,14000.0,25.9,24.8,24.8,25.2,25.2,25.5,24.7,24.8,24.0,24.6,25.2,24.0,42.4
1257,13999.0,25.9,24.8,24.8,25.2,25.2,25.5,24.7,24.8,24.0,24.6,25.2,24.0,42.4
1258,13999.0,25.9,24.8,24.8,25.2,25.2,25.5,24.7,24.8,24.0,24.6,25.2,24.1,42.614285714285714
1259,14000.0,25.9,24.8,24.8,25.2,25.2,25.5,24.7,24.8,24.0,24.6,25.2,24.1,42.4
1260,14000.0,25.9,24.7,24.7,25.2,25.2,25.5,24.6,24.8,24.0,24.6,25.2,24.1,41.8
1261,13999.0,25.9,24.7,24.7,25.2,25.2,25.5,24.6,24.8,24.0,24.6,25.2,24.1,41.2
1262,13999.0,25.9,24.7,24.7,25.2,25.2,25.5,24.6,24.8,24.0,24.6,25.1,24.1,41.7
1263,13999.0,26.0,24.7,24.6,25.2,25.2,25.5,24.6,24.7,24.0,24.6,25.1,24.1,41.371428571428574
1264,13999.0,26.0,24.7,24.7,25.2,25.2,25.4,24.6,24.7,24.0,24.6,25.1,24.1,41.4
1265,13999.0,26.0,24.7,24.7,25.2,25.2,25.4,24.6,24.7,24.0,24.6,25.1,24.0,41.575
1266,14000.0,26.0,24.7,24.7,25.2,25.2,25.4,24.6,24.7,24.0,24.6,25.1,24.0,41.5
1267,13999.0,26.0,24.7,24.7,25.2,25.2,25.4,24.6,24.7,24.0,24.6,25.2,24.0,41.35
1268,13999.0,26.1,24.7,24.7,25.2,25.2,25.5,24.6,24.8,24.0,24.6,25.2,24.0,41.2
1269,13999.0,26.1,24.7,24.7,25.2,25.2,25.5,24.6,24.8,24.0,24.6,25.2,24.1,41.60909090909091
1270,14000.0,26.1,24.7,24.7,25.2,25.2,25.5,24.6,24.8,24.0,24.6,25.2,24.1,41.2
1271,13999.0,26.1,24.7,24.6,25.2,25.2,25.5,24.6,24.8,24.0,24.6,25.2,24.1,41.714285714285715
1272,14000.0,26.1,24.7,24.6,25.2,25.2,25.5,24.6,24.8,24.0,24.6,25.2,24.1,41.65
1273,13999.0,26.1,24.7,24.6,25.2,25.2,25.5,24.5,24.8,24.0,24.6,25.2,24.1,41.46666666666667
1274,14000.0,26.1,24.7,24.6,25.2,25.2,25.5,24.5,24.8,24.0,24.6,25.2,24.1,41.5
1275,13999.0,26.1,24.7,24.6,25.2,25.2,25.5,24.5,24.7,24.0,24.6,25.2,24.1,41.2
1276,13999.0,26.1,24.7,24.6,25.2,25.2,25.5,24.5,24.7,24.0,24.6,25.1,24.1,41.8
1277,13999.0,26.1,24.7,24.6,25.2,25.2,25.5,24.5,24.8,24.0,24.6,25.1,24.1,41.95789473684211
