Seq,MLP_13-128-256-128-1_0.8_mean,MLP_13-128-256-128-1_0.8_median,MLP_13-128-256-128-1_0.9_mean,MLP_13-128-256-256-256-128-1_mean,,Average output
1709,10.50422287,13.09882927,11.73172379,11.22510624,,11.63997054
1710,10.50422287,13.09882927,11.73172379,11.22510624,,11.63997054
1711,10.50422287,13.09882927,11.73172379,11.22510624,,11.63997054
1712,10.50422287,13.09882927,11.73172379,11.22510624,,11.63997054
1713,10.49725723,13.18623924,11.87059975,11.31307983,,11.71679401
1714,10.48073292,13.27365112,12.0310421,11.42375088,,11.80229425
1715,10.40678692,13.97504616,12.17700863,11.75845146,,12.07932329
1716,10.40678692,13.97504616,12.17700863,11.75845146,,12.07932329
1717,10.40678692,13.97504616,12.17700863,11.75845146,,12.07932329
1718,10.40678692,13.97504616,12.17700863,11.75845146,,12.07932329
1719,10.40678692,13.97504616,12.17700863,11.75845146,,12.07932329
1720,10.40678692,13.97504616,12.17700863,11.75845146,,12.07932329
1721,10.40678692,13.97504616,12.17700863,11.75845146,,12.07932329
1722,10.40678692,13.97504616,12.17700863,11.75845146,,12.07932329
1723,10.40678692,13.97504616,12.17700863,11.75845146,,12.07932329
1724,10.40678692,13.97504616,12.17700863,11.75845146,,12.07932329
1725,10.40678692,13.97504616,12.17700863,11.75845146,,12.07932329
1726,10.40678692,13.97504616,12.17700863,11.75845146,,12.07932329
1727,10.29713726,12.78966141,11.97123909,11.53333187,,11.64784241
1728,10.29713726,12.78966141,11.97123909,11.53333187,,11.64784241
1729,10.29713726,12.78966141,11.97123909,11.53333187,,11.64784241
1730,10.29713726,12.78966141,11.97123909,11.53333187,,11.64784241
1731,10.29713726,12.78966141,11.97123909,11.53333187,,11.64784241
1732,10.29713726,12.78966141,11.97123909,11.53333187,,11.64784241
1733,10.29713726,12.78966141,11.97123909,11.53333187,,11.64784241
1734,10.29713726,12.78966141,11.97123909,11.53333187,,11.64784241
1735,10.29713726,12.78966141,11.97123909,11.53333187,,11.64784241
1736,10.29713726,12.78966141,11.97123909,11.53333187,,11.64784241
1737,10.29713726,12.78966141,11.97123909,11.53333187,,11.64784241
1738,10.29713726,12.78966141,11.97123909,11.53333187,,11.64784241
1739,10.24399376,12.55049896,12.67461395,11.89931488,,11.84210539
1740,10.24399376,12.55049896,12.67461395,11.89931488,,11.84210539
1741,10.24399376,12.55049896,12.67461395,11.89931488,,11.84210539
1742,10.29713726,12.78966141,11.97123909,11.53333187,,11.64784241
1743,10.26256657,12.54804802,12.56865501,11.78437233,,11.79091048
1744,10.29308605,12.54489136,12.45536613,11.66927147,,11.74065375
1745,10.29308605,12.54489136,12.45536613,11.66927147,,11.74065375
1746,10.3257103,12.5465126,12.34775352,11.55469799,,11.6936686
1747,10.3257103,12.5465126,12.34775352,11.55469799,,11.6936686
1748,10.3257103,12.5465126,12.34775352,11.55469799,,11.6936686
1749,10.88983822,13.5712738,13.04915428,11.92116928,,12.3578589
1750,11.50391769,14.69800377,13.9295826,12.28502464,,13.10413218
1751,11.50391769,14.69800377,13.9295826,12.28502464,,13.10413218
1752,11.29991913,13.8959198,13.69100189,11.81373405,,12.67514372
1753,11.50391769,14.69800377,13.9295826,12.28502464,,13.10413218
1754,11.59352684,15.25125694,13.09737587,11.96209526,,12.97606373
1755,11.27472305,14.02472878,12.86658955,11.48279095,,12.41220808
1756,11.27472305,14.02472878,12.86658955,11.48279095,,12.41220808
1757,11.59352684,15.25125694,13.09737587,11.96209526,,12.97606373
1758,11.59352684,15.25125694,13.09737587,11.96209526,,12.97606373
1759,11.25667477,14.00840378,12.95132637,11.60111713,,12.45438051
1760,11.56176567,15.25645828,13.19069862,12.08383369,,13.02318907
1761,11.60806274,16.45481682,13.42261124,12.32347488,,13.45224142
1762,11.60806274,16.45481682,13.42261124,12.32347488,,13.45224142
1763,11.60806274,16.45481682,13.42261124,12.32347488,,13.45224142
1764,11.60806274,16.45481682,13.42261124,12.32347488,,13.45224142
1765,11.60806274,16.45481682,13.42261124,12.32347488,,13.45224142
1766,11.60806274,16.45481682,13.42261124,12.32347488,,13.45224142
1767,11.60806274,16.45481682,13.42261124,12.32347488,,13.45224142
1768,11.60806274,16.45481682,13.42261124,12.32347488,,13.45224142
1769,11.60806274,16.45481682,13.42261124,12.32347488,,13.45224142
1770,11.60806274,16.45481682,13.42261124,12.32347488,,13.45224142
1771,11.58019161,16.55114746,13.57878876,12.44669533,,13.53920579
1772,11.50880241,15.28439522,13.37734032,12.32862091,,13.12478972
1773,11.50880241,15.28439522,13.37734032,12.32862091,,13.12478972
1774,11.50880241,15.28439522,13.37734032,12.32862091,,13.12478972
1775,11.55269718,16.63540268,13.80925179,12.57496071,,13.64307809
1776,11.50880241,15.28439522,13.37734032,12.32862091,,13.12478972
1777,11.50880241,15.28439522,13.37734032,12.32862091,,13.12478972
1778,11.50880241,15.28439522,13.37734032,12.32862091,,13.12478972
1779,11.50880241,15.28439522,13.37734032,12.32862091,,13.12478972
1780,11.22945213,13.97197151,13.15903091,11.8432951,,12.55093741
1781,11.50880241,15.28439522,13.37734032,12.32862091,,13.12478972
1782,11.22945213,13.97197151,13.15903091,11.8432951,,12.55093741
1783,11.50880241,15.28439522,13.37734032,12.32862091,,13.12478972
1784,11.50880241,15.28439522,13.37734032,12.32862091,,13.12478972
1785,11.50880241,15.28439522,13.37734032,12.32862091,,13.12478972
1786,11.50880241,15.28439522,13.37734032,12.32862091,,13.12478972
1787,11.50880241,15.28439522,13.37734032,12.32862091,,13.12478972
1788,11.22945213,13.97197151,13.15903091,11.8432951,,12.55093741
1789,11.48218632,15.31621552,13.52749157,12.4506855,,13.19414473
1790,11.18864155,13.9852047,13.4420929,12.08193779,,12.67446923
1791,11.18864155,13.9852047,13.4420929,12.08193779,,12.67446923
1792,11.18864155,13.9852047,13.4420929,12.08193779,,12.67446923
1793,11.18864155,13.9852047,13.4420929,12.08193779,,12.67446923
1794,11.18864155,13.9852047,13.4420929,12.08193779,,12.67446923
1795,11.18864155,13.9852047,13.4420929,12.08193779,,12.67446923
1796,11.18864155,13.9852047,13.4420929,12.08193779,,12.67446923
1797,11.18864155,13.9852047,13.4420929,12.08193779,,12.67446923
1798,11.18864155,13.9852047,13.4420929,12.08193779,,12.67446923
1799,11.18864155,13.9852047,13.4420929,12.08193779,,12.67446923
1800,11.18864155,13.9852047,13.4420929,12.08193779,,12.67446923
1801,11.18864155,13.9852047,13.4420929,12.08193779,,12.67446923
1802,11.18864155,13.9852047,13.4420929,12.08193779,,12.67446923
1803,11.18864155,13.9852047,13.4420929,12.08193779,,12.67446923
1804,11.18864155,13.9852047,13.4420929,12.08193779,,12.67446923
1805,11.16257668,13.84700966,14.37791157,12.27256012,,12.91501451
1806,11.22945213,13.97197151,13.15903091,11.8432951,,12.55093741
1807,11.22313786,13.86597061,14.00594711,12.05628777,,12.78783584
1808,11.26285744,13.87774849,13.83946514,11.93437862,,12.72861242
1809,11.26285744,13.87774849,13.83946514,11.93437862,,12.72861242
1810,11.26285744,13.87774849,13.83946514,11.93437862,,12.72861242
1811,11.26285744,13.87774849,13.83946514,11.93437862,,12.72861242
1812,11.26285744,13.87774849,13.83946514,11.93437862,,12.72861242
1813,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
1814,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
1815,10.06199169,12.11062431,12.48296928,11.17018795,,11.45644331
1816,10.06199169,12.11062431,12.48296928,11.17018795,,11.45644331
1817,10.06199169,12.11062431,12.48296928,11.17018795,,11.45644331
1818,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
1819,10.06199169,12.11062431,12.48296928,11.17018795,,11.45644331
1820,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
1821,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
1822,10.06199169,12.11062431,12.48296928,11.17018795,,11.45644331
1823,10.06199169,12.11062431,12.48296928,11.17018795,,11.45644331
1824,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
1825,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
1826,10.06199169,12.11062431,12.48296928,11.17018795,,11.45644331
1827,10.06199169,12.11062431,12.48296928,11.17018795,,11.45644331
1828,10.06199169,12.11062431,12.48296928,11.17018795,,11.45644331
1829,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
1830,10.06199169,12.11062431,12.48296928,11.17018795,,11.45644331
1831,10.06199169,12.11062431,12.48296928,11.17018795,,11.45644331
1832,10.03089714,12.08697701,12.59671116,11.27234745,,11.49673319
1833,10.00481701,12.06454277,12.73311615,11.3806591,,11.54578376
1834,10.00481701,12.06454277,12.73311615,11.3806591,,11.54578376
1835,10.00481701,12.06454277,12.73311615,11.3806591,,11.54578376
1836,10.00481701,12.06454277,12.73311615,11.3806591,,11.54578376
1837,10.00481701,12.06454277,12.73311615,11.3806591,,11.54578376
1838,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1839,10.00481701,12.06454277,12.73311615,11.3806591,,11.54578376
1840,10.00481701,12.06454277,12.73311615,11.3806591,,11.54578376
1841,10.00481701,12.06454277,12.73311615,11.3806591,,11.54578376
1842,10.00481701,12.06454277,12.73311615,11.3806591,,11.54578376
1843,10.00481701,12.06454277,12.73311615,11.3806591,,11.54578376
1844,10.00481701,12.06454277,12.73311615,11.3806591,,11.54578376
1845,10.00481701,12.06454277,12.73311615,11.3806591,,11.54578376
1846,9.987081528,12.04881859,12.89731884,11.50129128,,11.60862756
1847,9.969135284,12.04608917,13.1341486,11.61958885,,11.69224048
1848,9.969135284,12.04608917,13.1341486,11.61958885,,11.69224048
1849,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1850,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1851,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1852,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1853,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1854,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1855,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1856,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1857,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1858,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1859,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1860,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1861,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1862,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1863,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1864,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1865,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1866,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1867,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1868,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1869,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1870,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1871,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1872,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1873,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1874,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1875,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1876,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1877,10.11527729,12.2715435,15.00765705,12.28044033,,12.41872954
1878,10.14840984,12.30092239,14.73703003,12.14749241,,12.33346367
1879,10.1815443,12.32506752,14.4630003,12.01210022,,12.24542808
1880,10.21675014,12.34921646,14.18921566,11.87987423,,12.15876412
1881,10.25223255,12.37640953,13.91555786,11.74764919,,12.07296228
1882,10.25223255,12.37640953,13.91555786,11.74764919,,12.07296228
1883,10.25223255,12.37640953,13.91555786,11.74764919,,12.07296228
1884,10.25223255,12.37640953,13.91555786,11.74764919,,12.07296228
1885,10.25223255,12.37640953,13.91555786,11.74764919,,12.07296228
1886,10.25223255,12.37640953,13.91555786,11.74764919,,12.07296228
1887,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
1888,10.25223255,12.37640953,13.91555786,11.74764919,,12.07296228
1889,10.25223255,12.37640953,13.91555786,11.74764919,,12.07296228
1890,10.25223255,12.37640953,13.91555786,11.74764919,,12.07296228
1891,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
1892,10.25223255,12.37640953,13.91555786,11.74764919,,12.07296228
1893,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
1894,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
1895,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
1896,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
1897,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
1898,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
1899,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
1900,10.19054413,12.21782494,13.76170826,11.57933617,,11.93735337
1901,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1902,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1903,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1904,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1905,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1906,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1907,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1908,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1909,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1910,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1911,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1912,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1913,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1914,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1915,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1916,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1917,10.12200832,12.16958237,14.33425999,11.82138157,,12.11180806
1918,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1919,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1920,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1921,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1922,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1923,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1924,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1925,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1926,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1927,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1928,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1929,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1930,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1931,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1932,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1933,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
1934,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
1935,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
1936,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
1937,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1938,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1939,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
1940,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1941,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1942,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1943,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1944,10.12200832,12.16958237,14.33425999,11.82138157,,12.11180806
1945,10.1815443,12.32506752,14.4630003,12.01210022,,12.24542808
1946,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1947,10.19054413,12.21782494,13.76170826,11.57933617,,11.93735337
1948,10.19054413,12.21782494,13.76170826,11.57933617,,11.93735337
1949,10.19054413,12.21782494,13.76170826,11.57933617,,11.93735337
1950,10.19054413,12.21782494,13.76170826,11.57933617,,11.93735337
1951,10.19054413,12.21782494,13.76170826,11.57933617,,11.93735337
1952,10.19054413,12.21782494,13.76170826,11.57933617,,11.93735337
1953,10.19054413,12.21782494,13.76170826,11.57933617,,11.93735337
1954,10.19054413,12.21782494,13.76170826,11.57933617,,11.93735337
1955,10.19054413,12.21782494,13.76170826,11.57933617,,11.93735337
1956,10.19054413,12.21782494,13.76170826,11.57933617,,11.93735337
1957,10.19054413,12.21782494,13.76170826,11.57933617,,11.93735337
1958,10.19054413,12.21782494,13.76170826,11.57933617,,11.93735337
1959,10.19054413,12.21782494,13.76170826,11.57933617,,11.93735337
1960,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1961,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1962,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1963,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1964,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1965,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1966,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1967,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1968,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1969,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1970,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1971,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1972,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1973,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1974,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1975,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1976,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
1977,10.12200832,12.16958237,14.33425999,11.82138157,,12.11180806
1978,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1979,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1980,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1981,10.11527729,12.2715435,15.00765705,12.28044033,,12.41872954
1982,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1983,10.11527729,12.2715435,15.00765705,12.28044033,,12.41872954
1984,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1985,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1986,10.11527729,12.2715435,15.00765705,12.28044033,,12.41872954
1987,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1988,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1989,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1990,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1991,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1992,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1993,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1994,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1995,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
1996,10.05354023,12.11504555,14.87966728,12.07838821,,12.28166032
1997,10.02119732,12.1013546,15.15764713,12.21206379,,12.37306571
1998,10.02119732,12.1013546,15.15764713,12.21206379,,12.37306571
1999,10.02119732,12.1013546,15.15764713,12.21206379,,12.37306571
2000,10.02119732,12.1013546,15.15764713,12.21206379,,12.37306571
2001,10.02119732,12.1013546,15.15764713,12.21206379,,12.37306571
2002,9.98896122,12.08120155,14.8841238,11.99832439,,12.23815274
2003,9.98896122,12.08120155,14.8841238,11.99832439,,12.23815274
2004,9.98896122,12.08120155,14.8841238,11.99832439,,12.23815274
2005,9.98896122,12.08120155,14.8841238,11.99832439,,12.23815274
2006,9.98896122,12.08120155,14.8841238,11.99832439,,12.23815274
2007,9.98896122,12.08120155,14.8841238,11.99832439,,12.23815274
2008,9.98896122,12.08120155,14.8841238,11.99832439,,12.23815274
2009,9.98896122,12.08120155,14.8841238,11.99832439,,12.23815274
2010,9.98896122,12.08120155,14.8841238,11.99832439,,12.23815274
2011,9.98896122,12.08120155,14.8841238,11.99832439,,12.23815274
2012,9.98896122,12.08120155,14.8841238,11.99832439,,12.23815274
2013,10.03329468,12.18793678,15.44515419,12.31461334,,12.49524975
2014,9.98896122,12.08120155,14.8841238,11.99832439,,12.23815274
2015,9.98896122,12.08120155,14.8841238,11.99832439,,12.23815274
2016,10.0730381,12.22274399,15.18130016,12.17872238,,12.41395116
2017,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2018,10.1498518,12.29242325,14.64807415,11.91588116,,12.25155759
2019,10.1860075,12.31764603,14.37654209,11.78453445,,12.16618252
2020,10.1860075,12.31764603,14.37654209,11.78453445,,12.16618252
2021,10.21904278,12.34455109,14.1065321,11.65194035,,12.08051658
2022,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2023,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2024,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2025,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2026,10.1365366,12.2438488,13.42517757,11.26435566,,11.76747966
2027,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2028,10.1365366,12.2438488,13.42517757,11.26435566,,11.76747966
2029,10.1365366,12.2438488,13.42517757,11.26435566,,11.76747966
2030,10.1365366,12.2438488,13.42517757,11.26435566,,11.76747966
2031,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
2032,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
2033,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
2034,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
2035,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
2036,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
2037,10.21621513,12.24194145,13.61034203,11.47392178,,11.8856051
2038,10.19054413,12.21782494,13.76170826,11.57933617,,11.93735337
2039,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
2040,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
2041,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
2042,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
2043,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
2044,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
2045,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
2046,10.00481701,12.06454277,12.73311615,11.3806591,,11.54578376
2047,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
2048,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
2049,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
2050,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
2051,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
2052,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
2053,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
2054,10.15627766,12.1937027,14.05034256,11.6998148,,12.02503443
2055,10.12200832,12.16958237,14.33425999,11.82138157,,12.11180806
2056,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
2057,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
2058,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
2059,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
2060,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
2061,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
2062,10.08776474,12.14208603,14.60175991,11.94618416,,12.19444871
2063,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2064,9.841213226,12.03943253,12.95070934,11.4107151,,11.56051755
2065,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2066,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2067,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2068,9.841213226,12.03943253,12.95070934,11.4107151,,11.56051755
2069,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2070,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2071,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2072,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2073,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2074,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2075,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2076,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2077,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2078,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2079,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2080,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2081,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2082,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2083,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2084,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2085,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2086,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2087,10.03658485,12.12806511,14.18998051,11.73689079,,12.02288032
2088,10.06057262,12.16144371,13.89851761,11.60498333,,11.93137932
2089,10.11185551,12.21146393,13.54863548,11.3613472,,11.80832553
2090,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2091,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2092,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2093,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2094,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2095,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2096,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2097,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2098,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2099,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2100,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2101,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2102,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2103,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2104,10.25306225,12.37762642,13.92837143,11.51770782,,12.01919198
2105,10.1365366,12.2438488,13.42517757,11.26435566,,11.76747966
2106,10.1365366,12.2438488,13.42517757,11.26435566,,11.76747966
2107,10.1365366,12.2438488,13.42517757,11.26435566,,11.76747966
2108,10.1365366,12.2438488,13.42517757,11.26435566,,11.76747966
2109,10.1365366,12.2438488,13.42517757,11.26435566,,11.76747966
2110,10.1365366,12.2438488,13.42517757,11.26435566,,11.76747966
2111,10.1365366,12.2438488,13.42517757,11.26435566,,11.76747966
2112,10.1365366,12.2438488,13.42517757,11.26435566,,11.76747966
2113,10.11185551,12.21146393,13.54863548,11.3613472,,11.80832553
2114,10.083601,12.18556213,13.67379093,11.47276783,,11.85393047
2115,10.083601,12.18556213,13.67379093,11.47276783,,11.85393047
2116,10.083601,12.18556213,13.67379093,11.47276783,,11.85393047
2117,10.083601,12.18556213,13.67379093,11.47276783,,11.85393047
